codigo,nombre,municipio,tipo,especialidad,familia_fp
28040660,ALDEBARAN,Alcobendas,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040672,GUSTAVO ADOLFO BECQUER,Algete,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040684,CARPE DIEM,Chinchón,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040696,JOSÉ HIERRO,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040702,LEON FELIPE,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040714,DE GUADARRAMA,Guadarrama,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040726,JUAN DE MAIRENA,Leganés,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040738,SAN NICASIO,Leganés,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040741,ITURRALDE,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040751,VILLA DE VALLECAS,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040763,ANA OZORES,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040775,SAN JUAN DE LA CRUZ,Pozuelo de Alarcón,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040787,EL BURGO-IGNACIO ECHEVERRÍA,"Rozas de Madrid, Las",IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28040799,JULIO PALACIOS,San Sebastián de los Reyes,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041354,AGORA,Alcobendas,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041366,EL PINAR,Alcorcón,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041378,PROFESOR MAXIMO TRUEBA,Boadilla del Monte,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041381,DE LA CABRERA,"Cabrera, La",IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041391,ANTONIO GAUDI,Coslada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041408,JOSÉ LUIS LÓPEZ ARANGUREN,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041411,ALTAIR,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041421,OCTAVIO PAZ,Leganés,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041433,JUANA DE CASTILLA,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041445,MIGUEL DELIBES,Mejorada del Campo,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041457,EL CAÑAVERAL,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041470,PROFESOR ANGEL YSERN,Navalcarnero,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041482,LA LAGUNA,Parla,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041494,LAS LAGUNAS,Rivas-Vaciamadrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041500,PALAS ATENEA,Torrejón de Ardoz,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041512,CALATALIFA,Villaviciosa de Odón,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041597,LAS CANTERAS,Collado Villalba,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28041615,SATAFI,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042000,IGNACIO ELLACURIA,Alcalá de Henares,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042012,MARIA GUERRERO,Collado Villalba,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042024,PABLO NERUDA,Leganés,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042036,GABRIEL GARCIA MARQUEZ,Leganés,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042048,JOAQUIN ARAUJO,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042051,DOLORES IBARRURI,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042061,ANTONIO LOPEZ GARCÍA,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042073,MARGARITA SALAS,Majadahonda,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042085,ANTONIO GALA,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042097,MIGUEL HERNÁNDEZ,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042103,PINTOR ANTONIO LOPEZ,Tres Cantos,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042115,ITACA,Alcorcón,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042590,ALBENIZ,Alcalá de Henares,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042607,LUIS BRAILLE,Coslada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042619,AFRICA,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042620,INFANTA ELENA,Galapagar,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042632,ICARO,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042644,SANTA EUGENIA,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042656,CLARA DEL REY,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042668,EUROPA,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042671,ANTONIO DE NEBRIJA,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042681,VALLE INCLAN,Torrejón de Ardoz,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042981,ROSA CHACEL,Colmenar Viejo,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28042991,VICTORIA KENT,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28043004,FEDERICA MONTSENY,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28043016,PABLO PICASSO,Pinto,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28043028,JUAN DE MAIRENA,San Sebastián de los Reyes,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28044306,CARMEN CONDE,"Rozas de Madrid, Las",IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28044318,LUIS GARCIA BERLANGA,Coslada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28044719,RAYUELA,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28044720,EL OLIVO,Parla,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28044732,ATENEA,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28044744,DOCTOR MARAÑON,Alcalá de Henares,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28044756,DUQUE DE RIVAS,Rivas-Vaciamadrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28044768,ANSELMO LORENZO,San Martín de la Vega,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28044902,FRANCISCO DE QUEVEDO,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045025,LOS OLIVOS,Mejorada del Campo,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045037,MANUEL DE FALLA,Coslada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045049,VILLAREJO DE SALVANÉS,Villarejo de Salvanés,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045050,LAZARO CARDENAS,Collado Villalba,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045633,FRANCISCO DE GOYA,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045645,PEDRO DE TOLOSA,San Martín de Valdeiglesias,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045773,SENDA GALIANA,Torres de la Alameda,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045785,UTOPIA,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045797,SEFARAD,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045803,HUMANES,Humanes de Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045815,AVALON,Valdemoro,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045839,VALMAYOR,Valdemorillo,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28045840,MADRID-SUR,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046091,ATENEA,Alcalá de Henares,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046111,ALPEDRETE,Alpedrete,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046251,FRANCISCO AYALA,Hoyo de Manzanares,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046261,IGNACIO ALDECOA,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046273,MAESTRO JUAN MARIA LEONET,Villa del Prado,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046285,MARCELA DE ULLOA,Colmenar de Oreja,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046297,VEGA DEL TAJUÑA,Morata de Tajuña,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046303,LAS ENCINAS,Villanueva de la Cañada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046315,GRIÑON,Griñón,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046339,SAN AGUSTIN DE GUADALIX,San Agustín del Guadalix,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046352,CAÑADA REAL,Galapagar,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046364,EL ESCORIAL,"Escorial, El",IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046522,EUROPA,Rivas-Vaciamadrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28046558,GREGORIO PECES-BARBA,Colmenarejo,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28047411,PRINCIPE FELIPE,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28048282,PUERTA BONITA,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28048294,HOTEL ESCUELA DE LA COMUNIDAD DE MADRID,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28048476,FEDERICO GARCIA LORCA,"Rozas de Madrid, Las",IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28050525,GABRIELA MISTRAL,Arroyomolinos,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28050537,ALFONSO MORENO,Brunete,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28050549,GABRIEL CISNEROS,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28050550,SEVILLA LA NUEVA,Sevilla la Nueva,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28050562,SAPERE AUDE,Villanueva del Pardillo,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28050720,MIGUEL DE CERVANTES,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28050732,PROFESOR JULIO PEREZ,Rivas-Vaciamadrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28057180,LAS AMERICAS,Parla,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28057209,ANA MARIA MATUTE,Velilla de San Antonio,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28057210,GASPAR SANZ,Meco,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28057222,ADOLFO SUAREZ,Paracuellos de Jarama,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28057271,RENACIMIENTO,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28057751,SIERRA DE GUADARRAMA,Soto del Real,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28058603,NUMANCIA,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28058627,JOSE SARAMAGO,Arganda del Rey,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28058639,ATENEA,San Sebastián de los Reyes,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28058640,ARQUITECTO VENTURA RODRIGUEZ,Boadilla del Monte,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28058652,JOSE SARAMAGO,Majadahonda,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28058664,BARRIO LORANCA,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28058676,EL ALAMO,"Álamo, El",IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28058688,MIGUEL DELIBES,Torrejón de la Calzada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28059279,SABINO FERNANDEZ CAMPO,Robledo de Chavela,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28060373,LAZARO CARRETER,Alcalá de Henares,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28060385,MIGUEL DE CERVANTES,Daganzo de Arriba,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28060397,DON PELAYO,Villalbilla,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28062011,SANTIAGO RUSIÑOL,Aranjuez,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28062023,MAESTRO MATIAS BRAVO,Valdemoro,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28062035,FRANCISCO UMBRAL,Ciempozuelos,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28062126,VILLAVERDE,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28064007,ANTARES,Rivas-Vaciamadrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28064044,LUIS GARCIA BERLANGA,Guadalix de la Sierra,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28065632,GUSTAVO ADOLFO BECQUER,Moraleja de Enmedio,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28065644,GONZALO ANES,Collado Mediano,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28065671,JOSE LUIS GARCI,Alcobendas,CP IFP,Ciclos Formativos de Grado Medio y Superior,Múltiples familias
28065841,CAMPO REAL,Campo Real,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28067628,CALDERON DE LA BARCA,Pinto,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28067653,PROFESOR RAUL VAZQUEZ,Madrid,CP IFP,Ciclos Formativos de Grado Medio y Superior,Múltiples familias
28069391,FERNANDO FERNAN GOMEZ,Humanes de Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28069844,JIMENA MENENDEZ PIDAL,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28070962,CARPE DIEM,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28070974,NICOLAS COPERNICO,Parla,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28071310,CORTES DE CADIZ,"Molar, El",IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28072090,OCTAVIO PAZ,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28072107,LA SENDA,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28072223,PEDRO DUQUE,Leganés,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28072673,FRANCISCO AYALA,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28073859,MANUEL FRAGA IRIBARNE,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28074037,JORGE GUILLEN,Alcorcón,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28074049,GONZALO CHACON,Arroyomolinos,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28074050,JOSE LUIS LOPEZ ARANGUREN,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28074062,NEIL ARMSTRONG,Valdemoro,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28074244,PEDRO SALINAS,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28074669,MENENDEZ PELAYO,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28074670,JUAN GRIS,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28074852,EL CAÑAVERAL,Móstoles,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28074918,FRANCISCO AYALA,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28075492,RAFAEL FRÜHBECK DE BURGOS,Leganés,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28075509,SOR JUANA DE LA CRUZ,Cubas de la Sagra,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28075510,JOSE GARCIA NIETO,"Rozas de Madrid, Las",IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28076368,ALFREDO KRAUS,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28076371,JUAN RAMON JIMÉNEZ,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28076381,MARIE CURIE,Loeches,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28077269,MARIA RODRIGO,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28077491,MONTSERRAT CABALLE,Tres Cantos,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28077889,MALALA YOUSAFZAI,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28077890,SIMONE VEIL,Paracuellos de Jarama,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28077907,AFRICA,Fuenlabrada,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28077971,FEDERICA MONTSENY,Fuenlabrada,CP IFP,Ciclos Formativos de Grado Medio y Superior,Múltiples familias
28078031,ISABEL LA CATOLICA,Boadilla del Monte,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28078043,GLORIA FUERTES,Alcobendas,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28078547,ELISA SORIANO FISCHER,Getafe,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28078559,ANTONIO FRAGUAS FORGES,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28079357,JANE GOODALL,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28079370,ANA FRANK,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28079394,FRANCISCA DE PEDRAZA,Alcalá de Henares,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28079400,JUAN BAUTISTA MONEGRO,Torrejón de Ardoz,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28080025,JOSE PEDRO PEREZ LLORCA,Parla,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28080037,BLANCA FERNANDEZ OCHOA,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28080050,TORCUATO FERNANDEZ MIRANDA,Arroyomolinos,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28080141,CENTRO INTEGRAL DE FORMACION PROFESIONAL A DISTANCIA IGNACIO ELLACURIA,Alcorcón,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28080517,ISIDRA DE GUZMAN,Alcalá de Henares,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28080967,MARIA GOYRI GOYRI,Madrid,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
28082630,IES EDUARDO CAPA,Arganda del Rey,IES,ESO | Bachillerato | Ciclos Formativos de GM y GS,Múltiples familias
